appointment_id,date,scheduled_time,carrier_id,carrier_name,dock_door,destination_zone,shipment_size,pallet_count,expected_duration_mins,po_number,priority
APT-001399,2026-04-10,2026-04-10 09:30,CAR-013,Meridian Movers,7,C,medium,19,44,PO-892286,standard
APT-001400,2026-04-10,2026-04-10 11:30,CAR-018,Ridgeline Shipping,2,C,large,37,87,PO-768231,standard
APT-001401,2026-04-10,2026-04-10 14:00,CAR-025,Yukon Haulers,1,C,large,50,89,PO-909983,hot
APT-001402,2026-04-10,2026-04-10 11:30,CAR-005,Eastern Express,1,B,medium,18,51,PO-830482,expedited
APT-001403,2026-04-10,2026-04-10 16:00,CAR-015,Omega Transport,5,B,large,39,81,PO-926486,standard
APT-001404,2026-04-10,2026-04-10 10:00,CAR-017,Quantum Freight,9,A,large,35,74,PO-571137,standard
APT-001405,2026-04-10,2026-04-10 17:00,CAR-005,Eastern Express,8,C,small,3,32,PO-350039,standard
APT-001406,2026-04-10,2026-04-10 20:00,CAR-001,Apex Freight,2,B,medium,22,60,PO-726118,hot
APT-001407,2026-04-10,2026-04-10 07:45,CAR-010,Juno Carriers,4,D,small,9,38,PO-426677,expedited
APT-001408,2026-04-10,2026-04-10 09:45,CAR-022,Vanguard Carriers,7,C,small,2,33,PO-173107,standard
APT-001409,2026-04-10,2026-04-10 11:30,CAR-027,Atlas Logistics,3,B,small,3,28,PO-700876,standard
APT-001410,2026-04-10,2026-04-10 14:30,CAR-008,Horizon Logistics,4,B,small,2,37,PO-478402,expedited
APT-001411,2026-04-10,2026-04-10 19:45,CAR-006,Freightliner Prime,6,D,small,3,23,PO-229246,standard
APT-001412,2026-04-10,2026-04-10 15:30,CAR-009,Ironside Shipping,7,A,small,1,20,PO-193959,hot
APT-001413,2026-04-10,2026-04-10 09:00,CAR-020,Titan Transport,7,A,large,47,82,PO-107548,standard
APT-001414,2026-04-11,2026-04-11 08:30,CAR-003,Coastal Transit Co,1,A,large,44,78,PO-907945,expedited
APT-001415,2026-04-11,2026-04-11 15:30,CAR-005,Eastern Express,9,D,medium,23,50,PO-330409,hot
APT-001416,2026-04-11,2026-04-11 14:45,CAR-011,Keystone Transit,5,C,small,10,32,PO-735034,hot
APT-001417,2026-04-11,2026-04-11 12:45,CAR-014,Northstar Logistics,2,A,medium,19,53,PO-885171,hot
APT-001418,2026-04-11,2026-04-11 10:30,CAR-028,Beacon Express,3,B,medium,24,41,PO-413698,standard
APT-001419,2026-04-11,2026-04-11 08:45,CAR-020,Titan Transport,7,C,medium,18,57,PO-611620,standard
APT-001420,2026-04-11,2026-04-11 07:45,CAR-020,Titan Transport,7,A,small,1,22,PO-163354,hot
APT-001421,2026-04-11,2026-04-11 08:45,CAR-009,Ironside Shipping,9,B,medium,26,38,PO-845066,expedited
APT-001422,2026-04-11,2026-04-11 12:30,CAR-024,Xenith Shipping,9,A,small,2,30,PO-148340,standard
APT-001423,2026-04-11,2026-04-11 09:00,CAR-028,Beacon Express,5,A,large,46,74,PO-551726,expedited
APT-001424,2026-04-11,2026-04-11 17:15,CAR-017,Quantum Freight,4,A,medium,15,65,PO-197359,standard
APT-001425,2026-04-11,2026-04-11 17:30,CAR-025,Yukon Haulers,3,B,medium,23,56,PO-542703,standard
APT-001426,2026-04-12,2026-04-12 08:15,CAR-019,Summit Logistics,10,B,small,8,32,PO-901742,hot
APT-001427,2026-04-12,2026-04-12 10:00,CAR-010,Juno Carriers,6,A,medium,15,59,PO-843742,expedited
APT-001428,2026-04-12,2026-04-12 10:00,CAR-022,Vanguard Carriers,5,D,medium,12,37,PO-706657,hot
APT-001429,2026-04-12,2026-04-12 07:15,CAR-010,Juno Carriers,5,D,small,1,32,PO-450863,standard
APT-001430,2026-04-12,2026-04-12 08:45,CAR-017,Quantum Freight,9,C,small,8,38,PO-509216,standard
APT-001431,2026-04-12,2026-04-12 13:00,CAR-002,Blue Ridge Logistics,9,B,medium,16,45,PO-262935,standard
APT-001432,2026-04-12,2026-04-12 11:15,CAR-015,Omega Transport,3,D,large,44,77,PO-886936,standard
APT-001433,2026-04-12,2026-04-12 20:30,CAR-030,Drift Logistics,4,B,small,8,32,PO-344596,standard
APT-001434,2026-04-13,2026-04-13 16:00,CAR-006,Freightliner Prime,3,A,medium,26,35,PO-580325,hot
APT-001435,2026-04-13,2026-04-13 12:30,CAR-007,Global Supply Inc,4,D,medium,12,52,PO-268009,hot
APT-001436,2026-04-13,2026-04-13 09:15,CAR-030,Drift Logistics,4,B,small,7,20,PO-663612,expedited
APT-001437,2026-04-13,2026-04-13 11:00,CAR-014,Northstar Logistics,5,C,large,30,55,PO-615600,standard
APT-001438,2026-04-13,2026-04-13 07:00,CAR-028,Beacon Express,10,A,large,46,72,PO-216610,expedited
APT-001439,2026-04-13,2026-04-13 14:30,CAR-011,Keystone Transit,3,A,large,41,60,PO-382714,standard
APT-001440,2026-04-13,2026-04-13 12:00,CAR-001,Apex Freight,8,A,large,35,86,PO-928870,standard
APT-001441,2026-04-13,2026-04-13 11:30,CAR-025,Yukon Haulers,10,C,large,37,76,PO-586544,standard
APT-001442,2026-04-13,2026-04-13 15:45,CAR-020,Titan Transport,9,C,small,7,33,PO-654930,expedited
APT-001443,2026-04-13,2026-04-13 14:45,CAR-012,Lodestar Freight,8,C,large,37,65,PO-826274,expedited
APT-001444,2026-04-13,2026-04-13 08:45,CAR-002,Blue Ridge Logistics,8,D,small,4,25,PO-156606,standard
APT-001445,2026-04-13,2026-04-13 13:00,CAR-020,Titan Transport,10,A,large,48,55,PO-765295,expedited
APT-001446,2026-04-13,2026-04-13 09:15,CAR-004,Delta Haulers,3,C,small,9,22,PO-682783,standard
APT-001447,2026-04-13,2026-04-13 21:30,CAR-006,Freightliner Prime,10,A,large,31,58,PO-123666,hot
APT-001448,2026-04-13,2026-04-13 16:45,CAR-026,Zenith Transit,2,B,large,45,73,PO-645610,expedited
APT-001449,2026-04-13,2026-04-13 07:30,CAR-020,Titan Transport,6,B,medium,16,39,PO-329898,standard
APT-001450,2026-04-13,2026-04-13 11:00,CAR-006,Freightliner Prime,3,A,medium,13,52,PO-554037,standard
APT-001451,2026-04-13,2026-04-13 20:30,CAR-022,Vanguard Carriers,8,B,small,2,30,PO-817081,standard
APT-001452,2026-04-13,2026-04-13 09:30,CAR-011,Keystone Transit,4,A,small,7,20,PO-956351,standard
APT-001453,2026-04-13,2026-04-13 08:15,CAR-028,Beacon Express,3,B,small,9,37,PO-713379,standard
APT-001454,2026-04-13,2026-04-13 12:00,CAR-003,Coastal Transit Co,5,B,small,3,34,PO-488877,hot
APT-001455,2026-04-13,2026-04-13 10:30,CAR-029,Crest Transport,3,A,large,44,81,PO-985858,standard
APT-001456,2026-04-13,2026-04-13 11:30,CAR-024,Xenith Shipping,8,B,large,46,64,PO-492849,standard
APT-001457,2026-04-13,2026-04-13 09:45,CAR-014,Northstar Logistics,1,B,large,28,97,PO-698061,expedited
APT-001458,2026-04-14,2026-04-14 18:30,CAR-002,Blue Ridge Logistics,1,C,small,5,31,PO-157558,expedited
APT-001459,2026-04-14,2026-04-14 10:45,CAR-021,UnionLine Co,10,C,small,1,36,PO-982235,standard
APT-001460,2026-04-14,2026-04-14 17:00,CAR-017,Quantum Freight,10,D,medium,15,53,PO-978745,standard
APT-001461,2026-04-14,2026-04-14 10:15,CAR-022,Vanguard Carriers,2,C,medium,25,42,PO-827271,expedited
APT-001462,2026-04-14,2026-04-14 11:15,CAR-007,Global Supply Inc,3,C,medium,25,63,PO-107722,standard
APT-001463,2026-04-14,2026-04-14 18:15,CAR-024,Xenith Shipping,6,B,medium,12,37,PO-855927,standard
APT-001464,2026-04-14,2026-04-14 10:00,CAR-020,Titan Transport,3,D,large,30,56,PO-275940,standard
APT-001465,2026-04-14,2026-04-14 11:00,CAR-027,Atlas Logistics,4,D,large,41,93,PO-530547,standard
APT-001466,2026-04-14,2026-04-14 11:00,CAR-023,Western Freight,8,D,small,6,23,PO-275449,standard
APT-001467,2026-04-14,2026-04-14 14:15,CAR-015,Omega Transport,9,D,medium,11,56,PO-840711,standard
APT-001468,2026-04-14,2026-04-14 10:45,CAR-020,Titan Transport,3,B,large,39,81,PO-963164,standard
APT-001469,2026-04-14,2026-04-14 09:00,CAR-009,Ironside Shipping,5,A,medium,16,40,PO-376678,standard
APT-001470,2026-04-14,2026-04-14 10:00,CAR-009,Ironside Shipping,9,B,medium,20,36,PO-180045,expedited
APT-001471,2026-04-14,2026-04-14 09:45,CAR-009,Ironside Shipping,3,C,large,36,83,PO-272358,standard
APT-001472,2026-04-14,2026-04-14 17:30,CAR-004,Delta Haulers,3,C,small,3,20,PO-994320,standard
APT-001473,2026-04-14,2026-04-14 21:15,CAR-008,Horizon Logistics,3,B,large,45,58,PO-164864,standard
APT-001474,2026-04-14,2026-04-14 10:30,CAR-011,Keystone Transit,4,D,medium,14,37,PO-266155,hot
APT-001475,2026-04-14,2026-04-14 11:45,CAR-004,Delta Haulers,3,B,large,44,56,PO-703218,standard
APT-001476,2026-04-14,2026-04-14 11:00,CAR-014,Northstar Logistics,5,A,large,28,66,PO-134529,expedited
APT-001477,2026-04-14,2026-04-14 10:00,CAR-024,Xenith Shipping,7,B,small,1,26,PO-621987,expedited
APT-001478,2026-04-14,2026-04-14 07:30,CAR-022,Vanguard Carriers,4,C,small,7,36,PO-274293,standard
APT-001479,2026-04-14,2026-04-14 11:30,CAR-011,Keystone Transit,7,D,small,5,25,PO-482485,standard
APT-001480,2026-04-14,2026-04-14 10:45,CAR-013,Meridian Movers,2,C,medium,22,52,PO-354152,standard
APT-001481,2026-04-14,2026-04-14 10:00,CAR-018,Ridgeline Shipping,9,B,large,30,75,PO-600142,standard
APT-001482,2026-04-14,2026-04-14 19:15,CAR-003,Coastal Transit Co,1,B,medium,21,55,PO-790408,expedited
APT-001483,2026-04-14,2026-04-14 09:00,CAR-026,Zenith Transit,2,B,small,9,28,PO-207513,standard
APT-001484,2026-04-14,2026-04-14 14:30,CAR-028,Beacon Express,9,D,medium,16,65,PO-537121,expedited
APT-001485,2026-04-14,2026-04-14 10:30,CAR-026,Zenith Transit,2,B,medium,15,44,PO-762040,standard
APT-001486,2026-04-14,2026-04-14 10:15,CAR-001,Apex Freight,9,A,medium,21,44,PO-235510,standard
APT-001487,2026-04-14,2026-04-14 11:00,CAR-022,Vanguard Carriers,2,D,small,2,29,PO-528141,hot
APT-001488,2026-04-14,2026-04-14 13:00,CAR-002,Blue Ridge Logistics,10,B,medium,19,43,PO-232161,hot
APT-001489,2026-04-14,2026-04-14 09:30,CAR-019,Summit Logistics,10,D,large,52,83,PO-231427,expedited
APT-001490,2026-04-14,2026-04-14 10:00,CAR-007,Global Supply Inc,8,D,large,31,76,PO-192555,standard
APT-001491,2026-04-14,2026-04-14 19:15,CAR-023,Western Freight,4,A,medium,25,41,PO-276478,standard
APT-001492,2026-04-14,2026-04-14 12:30,CAR-009,Ironside Shipping,8,A,small,8,39,PO-763827,standard
APT-001493,2026-04-14,2026-04-14 09:15,CAR-029,Crest Transport,3,A,medium,22,35,PO-947569,standard
APT-001494,2026-04-14,2026-04-14 09:30,CAR-014,Northstar Logistics,5,A,large,50,86,PO-161056,standard
APT-001495,2026-04-14,2026-04-14 11:45,CAR-003,Coastal Transit Co,6,A,large,37,92,PO-812009,standard
APT-001496,2026-04-14,2026-04-14 11:15,CAR-024,Xenith Shipping,10,B,medium,26,43,PO-434960,standard
APT-001497,2026-04-14,2026-04-14 11:30,CAR-010,Juno Carriers,6,B,large,30,75,PO-156018,hot
APT-001498,2026-04-14,2026-04-14 10:15,CAR-025,Yukon Haulers,5,A,small,10,36,PO-441034,expedited
APT-001499,2026-04-14,2026-04-14 21:45,CAR-011,Keystone Transit,1,C,small,9,40,PO-841609,standard
APT-001500,2026-04-14,2026-04-14 10:30,CAR-024,Xenith Shipping,8,B,small,10,30,PO-497849,standard
APT-001501,2026-04-14,2026-04-14 10:15,CAR-018,Ridgeline Shipping,7,A,medium,15,51,PO-921349,standard
APT-001502,2026-04-14,2026-04-14 10:00,CAR-004,Delta Haulers,10,D,small,10,33,PO-684617,standard
APT-001503,2026-04-14,2026-04-14 14:15,CAR-017,Quantum Freight,6,B,medium,16,38,PO-238508,standard
APT-001504,2026-04-14,2026-04-14 10:15,CAR-029,Crest Transport,4,C,medium,19,64,PO-789264,standard
APT-001505,2026-04-14,2026-04-14 09:45,CAR-027,Atlas Logistics,10,C,large,32,76,PO-929943,expedited
APT-001506,2026-04-15,2026-04-15 15:15,CAR-016,Pacific Haul,2,B,large,27,99,PO-795431,standard
APT-001507,2026-04-15,2026-04-15 09:15,CAR-015,Omega Transport,7,A,medium,17,39,PO-992075,standard
APT-001508,2026-04-15,2026-04-15 13:30,CAR-009,Ironside Shipping,8,B,small,9,38,PO-897747,standard
APT-001509,2026-04-15,2026-04-15 11:00,CAR-014,Northstar Logistics,9,A,small,7,29,PO-709397,standard
APT-001510,2026-04-15,2026-04-15 11:15,CAR-010,Juno Carriers,6,A,small,5,20,PO-409669,expedited
APT-001511,2026-04-15,2026-04-15 09:45,CAR-021,UnionLine Co,4,D,medium,11,59,PO-591194,expedited
APT-001512,2026-04-15,2026-04-15 12:30,CAR-014,Northstar Logistics,6,A,large,32,85,PO-649397,expedited
APT-001513,2026-04-15,2026-04-15 10:45,CAR-002,Blue Ridge Logistics,5,B,large,34,94,PO-488512,standard
APT-001514,2026-04-15,2026-04-15 12:00,CAR-024,Xenith Shipping,2,A,small,1,27,PO-298370,expedited
APT-001515,2026-04-15,2026-04-15 09:30,CAR-012,Lodestar Freight,6,C,medium,13,38,PO-565633,standard
APT-001516,2026-04-15,2026-04-15 18:00,CAR-013,Meridian Movers,2,B,medium,17,45,PO-918497,standard
APT-001517,2026-04-15,2026-04-15 07:30,CAR-015,Omega Transport,1,A,large,41,79,PO-589449,standard
APT-001518,2026-04-15,2026-04-15 13:15,CAR-024,Xenith Shipping,2,B,large,47,76,PO-653106,standard
APT-001519,2026-04-15,2026-04-15 16:00,CAR-005,Eastern Express,5,A,large,48,100,PO-687034,standard
APT-001520,2026-04-15,2026-04-15 20:00,CAR-009,Ironside Shipping,4,A,large,45,83,PO-607495,expedited
APT-001521,2026-04-15,2026-04-15 12:30,CAR-004,Delta Haulers,2,A,large,33,74,PO-782371,standard
APT-001522,2026-04-15,2026-04-15 09:00,CAR-010,Juno Carriers,6,A,large,44,91,PO-822994,standard
APT-001523,2026-04-15,2026-04-15 09:45,CAR-004,Delta Haulers,5,A,large,33,86,PO-648115,standard
APT-001524,2026-04-15,2026-04-15 10:15,CAR-022,Vanguard Carriers,1,A,small,8,22,PO-600817,standard
APT-001525,2026-04-15,2026-04-15 16:00,CAR-012,Lodestar Freight,10,A,large,35,59,PO-685551,standard
APT-001526,2026-04-15,2026-04-15 09:15,CAR-001,Apex Freight,6,B,large,33,73,PO-140282,standard
APT-001527,2026-04-15,2026-04-15 09:45,CAR-014,Northstar Logistics,7,A,small,6,37,PO-790419,standard
APT-001528,2026-04-15,2026-04-15 15:15,CAR-014,Northstar Logistics,6,A,large,50,91,PO-436045,standard
APT-001529,2026-04-15,2026-04-15 14:30,CAR-007,Global Supply Inc,9,A,large,34,62,PO-125390,standard
APT-001530,2026-04-15,2026-04-15 11:15,CAR-019,Summit Logistics,4,A,large,49,88,PO-397426,standard
APT-001531,2026-04-15,2026-04-15 09:45,CAR-005,Eastern Express,7,A,large,27,95,PO-423831,standard
APT-001532,2026-04-15,2026-04-15 08:15,CAR-026,Zenith Transit,4,C,large,52,86,PO-981911,standard
APT-001533,2026-04-15,2026-04-15 16:30,CAR-011,Keystone Transit,4,A,medium,22,56,PO-673686,standard
APT-001534,2026-04-15,2026-04-15 14:00,CAR-016,Pacific Haul,2,A,large,40,90,PO-904672,standard
APT-001535,2026-04-16,2026-04-16 13:15,CAR-018,Ridgeline Shipping,1,B,large,42,100,PO-730171,expedited
APT-001536,2026-04-16,2026-04-16 08:00,CAR-009,Ironside Shipping,2,B,medium,15,58,PO-290843,standard
APT-001537,2026-04-16,2026-04-16 12:30,CAR-026,Zenith Transit,1,B,medium,26,54,PO-283741,standard
APT-001538,2026-04-16,2026-04-16 11:30,CAR-007,Global Supply Inc,6,B,medium,26,45,PO-109652,expedited
APT-001539,2026-04-16,2026-04-16 12:15,CAR-008,Horizon Logistics,1,B,medium,12,47,PO-903411,standard
APT-001540,2026-04-16,2026-04-16 13:45,CAR-020,Titan Transport,6,B,small,8,25,PO-722766,standard
APT-001541,2026-04-16,2026-04-16 16:30,CAR-027,Atlas Logistics,8,B,large,42,63,PO-737213,standard
APT-001542,2026-04-16,2026-04-16 09:45,CAR-007,Global Supply Inc,9,D,medium,14,58,PO-624291,expedited
APT-001543,2026-04-16,2026-04-16 09:15,CAR-007,Global Supply Inc,5,C,small,5,37,PO-726885,standard
APT-001544,2026-04-16,2026-04-16 06:00,CAR-026,Zenith Transit,6,B,large,28,93,PO-240238,standard
APT-001545,2026-04-16,2026-04-16 15:30,CAR-002,Blue Ridge Logistics,1,B,large,43,86,PO-197042,expedited
APT-001546,2026-04-16,2026-04-16 12:00,CAR-018,Ridgeline Shipping,3,A,small,1,20,PO-722929,standard
APT-001547,2026-04-16,2026-04-16 15:15,CAR-026,Zenith Transit,9,B,medium,12,59,PO-797356,standard
APT-001548,2026-04-16,2026-04-16 10:15,CAR-013,Meridian Movers,3,B,small,1,27,PO-876226,standard
APT-001549,2026-04-16,2026-04-16 15:15,CAR-008,Horizon Logistics,4,A,large,31,83,PO-887340,expedited
APT-001550,2026-04-16,2026-04-16 09:30,CAR-004,Delta Haulers,9,A,medium,11,49,PO-892752,expedited
APT-001551,2026-04-16,2026-04-16 09:45,CAR-017,Quantum Freight,9,A,large,28,63,PO-440163,hot
APT-001552,2026-04-16,2026-04-16 12:15,CAR-002,Blue Ridge Logistics,9,A,small,8,40,PO-552299,standard
APT-001553,2026-04-16,2026-04-16 18:15,CAR-028,Beacon Express,2,A,large,30,94,PO-433670,expedited
APT-001554,2026-04-16,2026-04-16 13:15,CAR-028,Beacon Express,1,A,small,7,37,PO-166306,standard
APT-001555,2026-04-16,2026-04-16 17:30,CAR-007,Global Supply Inc,4,D,medium,15,56,PO-797052,standard
APT-001556,2026-04-16,2026-04-16 06:00,CAR-027,Atlas Logistics,5,B,large,29,67,PO-804160,expedited
APT-001557,2026-04-16,2026-04-16 12:30,CAR-020,Titan Transport,9,B,medium,20,52,PO-349482,expedited
APT-001558,2026-04-16,2026-04-16 10:00,CAR-026,Zenith Transit,1,C,large,27,97,PO-962569,standard
APT-001559,2026-04-16,2026-04-16 13:45,CAR-010,Juno Carriers,1,A,small,10,37,PO-994068,standard
APT-001560,2026-04-16,2026-04-16 17:30,CAR-016,Pacific Haul,2,D,small,3,39,PO-128197,expedited
APT-001561,2026-04-16,2026-04-16 15:15,CAR-003,Coastal Transit Co,9,A,medium,16,53,PO-727123,standard
APT-001562,2026-04-16,2026-04-16 11:45,CAR-023,Western Freight,6,A,large,49,76,PO-439035,expedited
APT-001563,2026-04-16,2026-04-16 21:15,CAR-001,Apex Freight,5,A,medium,25,62,PO-186735,standard
APT-001564,2026-04-17,2026-04-17 08:00,CAR-029,Crest Transport,2,B,small,9,29,PO-170701,standard
APT-001565,2026-04-17,2026-04-17 21:15,CAR-005,Eastern Express,8,A,large,49,61,PO-716959,standard
APT-001566,2026-04-17,2026-04-17 15:45,CAR-007,Global Supply Inc,7,B,large,44,95,PO-854170,hot
APT-001567,2026-04-17,2026-04-17 14:15,CAR-013,Meridian Movers,4,C,medium,23,53,PO-954414,standard
APT-001568,2026-04-17,2026-04-17 15:45,CAR-019,Summit Logistics,9,B,small,5,23,PO-380876,hot
APT-001569,2026-04-17,2026-04-17 14:00,CAR-017,Quantum Freight,5,B,small,3,26,PO-880996,expedited
APT-001570,2026-04-17,2026-04-17 15:15,CAR-001,Apex Freight,2,B,large,39,80,PO-384158,standard
APT-001571,2026-04-17,2026-04-17 15:15,CAR-013,Meridian Movers,2,A,large,48,82,PO-439522,standard
APT-001572,2026-04-17,2026-04-17 18:30,CAR-006,Freightliner Prime,7,A,medium,23,65,PO-935715,standard
APT-001573,2026-04-17,2026-04-17 06:45,CAR-026,Zenith Transit,3,B,medium,18,38,PO-386683,hot
APT-001574,2026-04-17,2026-04-17 12:00,CAR-003,Coastal Transit Co,1,D,large,28,82,PO-194430,expedited
APT-001575,2026-04-17,2026-04-17 21:45,CAR-005,Eastern Express,5,B,small,10,24,PO-356800,standard
APT-001576,2026-04-17,2026-04-17 14:45,CAR-027,Atlas Logistics,6,A,large,35,66,PO-798415,expedited
APT-001577,2026-04-17,2026-04-17 06:45,CAR-023,Western Freight,6,C,small,2,38,PO-367981,standard
APT-001578,2026-04-17,2026-04-17 15:00,CAR-019,Summit Logistics,9,A,medium,17,37,PO-225871,expedited
APT-001579,2026-04-17,2026-04-17 15:45,CAR-028,Beacon Express,4,B,medium,15,35,PO-499629,standard
APT-001580,2026-04-17,2026-04-17 15:45,CAR-006,Freightliner Prime,3,C,medium,15,48,PO-551080,standard
APT-001581,2026-04-17,2026-04-17 16:30,CAR-007,Global Supply Inc,1,C,small,6,23,PO-180335,expedited
APT-001582,2026-04-17,2026-04-17 07:00,CAR-029,Crest Transport,3,A,medium,19,62,PO-831313,standard
APT-001583,2026-04-17,2026-04-17 14:15,CAR-025,Yukon Haulers,5,C,small,5,21,PO-260704,standard
APT-001584,2026-04-17,2026-04-17 15:15,CAR-019,Summit Logistics,1,B,large,32,78,PO-493623,standard
APT-001585,2026-04-17,2026-04-17 15:00,CAR-013,Meridian Movers,2,A,large,43,76,PO-535654,standard
APT-001586,2026-04-17,2026-04-17 15:00,CAR-026,Zenith Transit,5,B,medium,19,46,PO-436142,expedited
APT-001587,2026-04-17,2026-04-17 11:45,CAR-006,Freightliner Prime,7,A,medium,25,44,PO-867496,expedited
APT-001588,2026-04-17,2026-04-17 15:45,CAR-030,Drift Logistics,5,B,small,4,26,PO-539646,expedited
APT-001589,2026-04-17,2026-04-17 10:30,CAR-024,Xenith Shipping,4,A,small,4,40,PO-556224,standard
APT-001590,2026-04-17,2026-04-17 15:45,CAR-021,UnionLine Co,2,B,large,47,60,PO-675718,standard
APT-001591,2026-04-17,2026-04-17 18:30,CAR-022,Vanguard Carriers,1,D,large,36,80,PO-386759,standard
APT-001592,2026-04-17,2026-04-17 10:30,CAR-021,UnionLine Co,1,B,small,3,32,PO-924501,hot
APT-001593,2026-04-17,2026-04-17 14:15,CAR-004,Delta Haulers,6,A,medium,24,53,PO-981825,standard
APT-001594,2026-04-17,2026-04-17 17:30,CAR-018,Ridgeline Shipping,6,A,medium,20,49,PO-393336,standard
APT-001595,2026-04-17,2026-04-17 15:15,CAR-008,Horizon Logistics,3,A,small,2,36,PO-639886,standard
APT-001596,2026-04-17,2026-04-17 15:30,CAR-007,Global Supply Inc,2,A,large,39,81,PO-787065,expedited
APT-001597,2026-04-17,2026-04-17 15:30,CAR-023,Western Freight,2,A,large,27,58,PO-818308,hot
APT-001598,2026-04-18,2026-04-18 07:00,CAR-015,Omega Transport,9,D,small,3,28,PO-498558,expedited
APT-001599,2026-04-18,2026-04-18 17:30,CAR-025,Yukon Haulers,9,A,small,1,36,PO-935418,standard
APT-001600,2026-04-18,2026-04-18 11:15,CAR-019,Summit Logistics,8,C,medium,17,37,PO-398713,standard
APT-001601,2026-04-18,2026-04-18 10:30,CAR-013,Meridian Movers,10,B,small,1,22,PO-771832,expedited
APT-001602,2026-04-18,2026-04-18 09:15,CAR-010,Juno Carriers,8,B,small,4,36,PO-869413,standard
APT-001603,2026-04-18,2026-04-18 08:15,CAR-019,Summit Logistics,7,D,large,43,65,PO-619075,hot
APT-001604,2026-04-18,2026-04-18 09:45,CAR-012,Lodestar Freight,1,C,medium,20,44,PO-365928,standard
APT-001605,2026-04-18,2026-04-18 12:00,CAR-019,Summit Logistics,1,B,small,7,20,PO-885253,expedited
APT-001606,2026-04-18,2026-04-18 10:45,CAR-009,Ironside Shipping,2,B,large,47,89,PO-375787,expedited
APT-001607,2026-04-18,2026-04-18 14:45,CAR-028,Beacon Express,10,A,large,52,97,PO-960924,standard
APT-001608,2026-04-18,2026-04-18 12:45,CAR-006,Freightliner Prime,2,A,small,10,35,PO-863224,expedited
APT-001609,2026-04-19,2026-04-19 11:45,CAR-021,UnionLine Co,1,B,small,6,25,PO-160789,standard
APT-001610,2026-04-19,2026-04-19 10:00,CAR-014,Northstar Logistics,8,B,medium,14,64,PO-876078,expedited
APT-001611,2026-04-19,2026-04-19 08:15,CAR-020,Titan Transport,4,C,large,35,76,PO-739058,standard
APT-001612,2026-04-19,2026-04-19 11:30,CAR-023,Western Freight,9,A,small,1,24,PO-623667,hot
APT-001613,2026-04-19,2026-04-19 12:45,CAR-023,Western Freight,9,C,medium,13,43,PO-933425,standard
APT-001614,2026-04-19,2026-04-19 21:45,CAR-013,Meridian Movers,1,D,large,48,88,PO-752814,standard
APT-001615,2026-04-19,2026-04-19 09:00,CAR-020,Titan Transport,5,C,small,2,28,PO-595856,expedited
APT-001616,2026-04-20,2026-04-20 15:15,CAR-003,Coastal Transit Co,4,B,large,47,83,PO-724822,standard
APT-001617,2026-04-20,2026-04-20 13:00,CAR-001,Apex Freight,5,C,medium,17,65,PO-156436,standard
APT-001618,2026-04-20,2026-04-20 12:45,CAR-021,UnionLine Co,10,A,large,33,95,PO-197071,expedited
APT-001619,2026-04-20,2026-04-20 18:00,CAR-003,Coastal Transit Co,10,B,large,50,64,PO-648529,standard
APT-001620,2026-04-20,2026-04-20 06:00,CAR-025,Yukon Haulers,6,A,small,8,32,PO-283666,standard
APT-001621,2026-04-20,2026-04-20 08:45,CAR-005,Eastern Express,5,C,large,30,97,PO-528021,standard
APT-001622,2026-04-20,2026-04-20 09:00,CAR-026,Zenith Transit,3,D,large,33,89,PO-313150,expedited
APT-001623,2026-04-20,2026-04-20 09:45,CAR-016,Pacific Haul,6,B,medium,11,35,PO-712171,standard
APT-001624,2026-04-20,2026-04-20 11:00,CAR-026,Zenith Transit,8,A,medium,14,38,PO-326114,hot
APT-001625,2026-04-20,2026-04-20 18:00,CAR-018,Ridgeline Shipping,1,C,medium,22,48,PO-149415,expedited
APT-001626,2026-04-20,2026-04-20 09:45,CAR-030,Drift Logistics,10,B,small,8,35,PO-502025,standard
APT-001627,2026-04-20,2026-04-20 12:00,CAR-021,UnionLine Co,5,A,small,9,34,PO-585288,standard
APT-001628,2026-04-20,2026-04-20 09:30,CAR-020,Titan Transport,2,D,large,34,75,PO-558472,expedited
APT-001629,2026-04-20,2026-04-20 08:15,CAR-003,Coastal Transit Co,9,D,small,5,37,PO-996015,standard
APT-001630,2026-04-20,2026-04-20 07:00,CAR-013,Meridian Movers,6,B,large,41,64,PO-234470,expedited
APT-001631,2026-04-20,2026-04-20 13:15,CAR-023,Western Freight,7,B,large,52,70,PO-453490,standard
APT-001632,2026-04-20,2026-04-20 07:30,CAR-004,Delta Haulers,4,D,large,42,73,PO-373869,hot
APT-001633,2026-04-20,2026-04-20 10:15,CAR-003,Coastal Transit Co,6,A,small,5,25,PO-521285,standard
APT-001634,2026-04-20,2026-04-20 11:30,CAR-009,Ironside Shipping,4,A,small,6,35,PO-431804,expedited
APT-001635,2026-04-20,2026-04-20 08:00,CAR-020,Titan Transport,9,C,medium,25,35,PO-636476,hot
APT-001636,2026-04-20,2026-04-20 12:45,CAR-012,Lodestar Freight,1,C,large,41,72,PO-670766,standard
APT-001637,2026-04-20,2026-04-20 10:00,CAR-003,Coastal Transit Co,8,B,small,9,33,PO-565854,standard
APT-001638,2026-04-20,2026-04-20 18:15,CAR-015,Omega Transport,1,A,large,49,68,PO-678871,hot
